SalesKey,InvoiceNo,CustomerKey,ProductKey,DateKey,Quantity,UnitPrice,Revenue
57,536373,1965,309,1,6.0,1.06,6.36
58,536373,1965,2156,1,2.0,4.95,9.9
59,536373,1965,2158,1,4.0,6.95,27.8
60,536373,1965,2155,1,6.0,2.1,12.600000000000001
61,536373,1965,2159,1,6.0,2.55,15.299999999999999
62,536373,1965,2181,1,6.0,3.39,20.34
63,536373,1965,2180,1,6.0,3.39,20.34
64,536373,1965,1559,1,2.0,7.65,15.3
65,536373,1965,717,1,6.0,4.25,25.5
66,536374,998,425,1,32.0,10.95,350.4
67,536375,1965,2576,1,6.0,2.55,15.299999999999999
68,536375,1965,2049,1,6.0,3.39,20.34
69,536375,1965,2226,1,8.0,2.75,22.0
70,536375,1965,130,1,6.0,4.95,29.700000000000003
71,536375,1965,1915,1,6.0,1.06,6.36
72,536375,1965,804,1,6.0,1.06,6.36
73,536375,1965,312,1,6.0,1.06,6.36
74,536375,1965,309,1,6.0,1.06,6.36
75,536375,1965,2156,1,2.0,4.95,9.9
76,536375,1965,2158,1,4.0,6.95,27.8
77,536375,1965,2155,1,6.0,2.1,12.600000000000001
78,536375,1965,2159,1,6.0,2.55,15.299999999999999
79,536375,1965,2181,1,6.0,3.39,20.34
80,536375,1965,2180,1,6.0,3.39,20.34
81,536375,1965,1559,1,2.0,7.65,15.3
82,536375,1965,717,1,6.0,4.25,25.5
83,536376,1067,976,1,48.0,3.45,165.60000000000002
84,536376,1067,719,1,64.0,2.55,163.2
85,536377,1965,1444,1,6.0,1.85,11.100000000000001
86,536377,1965,1445,1,6.0,1.85,11.100000000000001
87,536378,858,1217,1,10.0,1.95,19.5
88,536378,858,2563,1,10.0,1.95,19.5
89,536378,858,286,1,10.0,2.95,29.5
90,536378,858,155,1,10.0,0.85,8.5
91,536378,858,2478,1,12.0,3.75,45.0
92,536378,858,2479,1,6.0,3.75,22.5
93,536378,858,321,1,12.0,0.85,10.2
94,536378,858,157,1,10.0,1.65,16.5
95,536378,858,605,1,6.0,2.55,15.299999999999999
96,536378,858,1187,1,6.0,2.55,15.299999999999999
97,536378,858,396,1,120.0,0.42,50.4
98,536378,858,874,1,24.0,0.55,13.200000000000001
99,536378,858,876,1,24.0,0.55,13.200000000000001
100,536378,858,2473,1,24.0,0.55,13.200000000000001
101,536378,858,2252,1,6.0,2.95,17.700000000000003
102,536378,858,2633,1,48.0,1.25,60.0
103,536378,858,2548,1,96.0,0.38,36.480000000000004
104,536378,858,854,1,10.0,1.95,19.5
105,536378,858,852,1,10.0,1.95,19.5
106,536380,1951,1758,1,24.0,1.45,34.8
107,536381,1075,997,1,23.0,4.25,97.75
108,536381,1075,2394,1,5.0,4.95,24.75
109,536381,1075,1236,1,10.0,1.95,19.5
110,536381,1075,2162,1,2.0,2.1,4.2
111,536381,1075,671,1,6.0,1.25,7.5
112,536381,1075,1581,1,24.0,1.25,30.0
113,536381,1075,1578,1,24.0,1.25,30.0
114,536381,1075,2052,1,1.0,1.25,1.25
115,536381,1075,1102,1,1.0,0.85,0.85
116,536381,1075,1449,1,1.0,2.55,2.55
117,536381,1075,857,1,10.0,1.65,16.5
118,536381,1075,366,1,3.0,1.69,5.07
119,536381,1075,364,1,1.0,1.95,1.95
120,536381,1075,370,1,2.0,2.1,4.2
121,536381,1075,1919,1,1.0,2.95,2.95
122,536381,1075,1921,1,1.0,2.95,2.95
123,536381,1075,950,1,4.0,2.95,11.8
124,536381,1075,947,1,1.0,2.95,2.95
125,536381,1075,2464,1,6.0,0.85,5.1
126,536381,1075,2052,1,3.0,1.25,3.75
127,536381,1075,2009,1,2.0,2.55,5.1
128,536381,1075,1101,1,1.0,0.85,0.85
129,536381,1075,2384,1,1.0,0.85,0.85
130,536381,1075,1456,1,1.0,1.45,1.45
131,536381,1075,593,1,1.0,4.95,4.95
132,536381,1075,603,1,2.0,2.95,5.9
133,536381,1075,19,1,2.0,5.95,11.9
134,536381,1075,20,1,2.0,5.95,11.9
135,536381,1075,1458,1,4.0,1.45,5.8
136,536381,1075,1029,1,1.0,2.95,2.95
137,536381,1075,1263,1,1.0,1.95,1.95
138,536381,1075,718,1,2.0,1.65,3.3
139,536381,1075,1585,1,3.0,3.95,11.850000000000001
140,536381,1075,1527,1,36.0,1.06,38.160000000000004
141,536381,1075,587,1,10.0,6.75,67.5
142,536382,1356,1,1,12.0,0.85,10.2
143,536382,1356,840,1,8.0,3.75,30.0
144,536382,1356,785,1,12.0,1.65,19.799999999999997
145,536382,1356,1236,1,10.0,1.95,19.5
146,536382,1356,1210,1,10.0,2.1,21.0
147,536382,1356,1212,1,50.0,1.85,92.5
148,536382,1356,1602,1,8.0,2.95,23.6
149,536382,1356,1533,1,4.0,3.75,15.0
150,536382,1356,1726,1,12.0,5.95,71.4
151,536382,1356,1642,1,2.0,14.95,29.9
152,536382,1356,1641,1,2.0,14.95,29.9
153,536382,1356,1590,1,4.0,16.95,67.8
154,536384,2046,2157,1,3.0,6.45,19.35
155,536384,2046,2345,1,48.0,0.65,31.200000000000003
156,536384,2046,1286,1,12.0,1.65,19.799999999999997
157,536384,2046,460,1,6.0,2.95,17.700000000000003
158,536384,2046,1281,1,12.0,2.95,35.400000000000006
159,536384,2046,1291,1,40.0,1.45,58.0
160,536384,2046,1292,1,40.0,2.55,102.0
161,536384,2046,1073,1,6.0,2.95,17.700000000000003
162,536384,2046,469,1,2.0,12.75,25.5
163,536384,2046,1041,1,4.0,3.95,15.8
164,536384,2046,1252,1,3.0,5.95,17.85
165,536384,2046,1253,1,6.0,6.95,41.7
166,536384,2046,1249,1,8.0,10.95,87.6
167,536385,1816,1590,1,1.0,19.95,19.95
168,536385,1816,1758,1,12.0,1.45,17.4
169,536385,1816,1757,1,6.0,4.25,25.5
170,536385,1816,1472,1,10.0,1.95,19.5
171,536385,1816,2530,1,12.0,1.25,15.0
172,536385,1816,1022,1,2.0,8.5,17.0
173,536385,1816,1471,1,10.0,1.65,16.5
174,536386,1329,2409,1,36.0,4.95,178.20000000000002
175,536386,1329,2563,1,100.0,1.65,165.0
176,536386,1329,2562,1,100.0,1.65,165.0
177,536387,1329,2141,1,192.0,3.82,733.4399999999999
178,536387,1329,1587,1,192.0,3.37,647.04
179,536387,1329,1586,1,192.0,3.37,647.04
180,536387,1329,1288,1,432.0,1.45,626.4
181,536387,1329,718,1,432.0,1.25,540.0
182,536388,1405,733,1,3.0,5.95,17.85
183,536388,1405,734,1,3.0,5.95,17.85
184,536388,1405,587,1,2.0,7.95,15.9
185,536388,1405,482,1,3.0,4.95,14.850000000000001
186,536388,1405,520,1,3.0,4.25,12.75
187,536388,1405,1156,1,6.0,2.95,17.700000000000003
188,536388,1405,1286,1,12.0,1.65,19.799999999999997
189,536388,1405,1715,1,12.0,0.42,5.04
190,536388,1405,1722,1,12.0,0.85,10.2
191,536388,1405,1766,1,12.0,1.45,17.4
192,536388,1405,1723,1,12.0,0.85,10.2
193,536388,1405,334,1,4.0,6.75,27.0
194,536388,1405,1291,1,12.0,1.65,19.799999999999997
195,536388,1405,1083,1,12.0,1.65,19.799999999999997
196,536389,38,1741,1,6.0,8.5,51.0
197,536389,38,631,1,8.0,4.95,39.6
198,536389,38,754,1,12.0,1.25,15.0
199,536389,38,1845,1,6.0,5.45,32.7
200,536389,38,1846,1,4.0,6.35,25.4
201,536389,38,2484,1,6.0,5.95,35.7
202,536389,38,2483,1,3.0,5.95,17.85
203,536389,38,1045,1,2.0,8.5,17.0
204,536389,38,1533,1,4.0,3.75,15.0
205,536389,38,1534,1,4.0,3.75,15.0
206,536389,38,1044,1,2.0,8.5,17.0
207,536389,38,1043,1,2.0,8.5,17.0
208,536389,38,1047,1,24.0,1.65,39.599999999999994
209,536389,38,1048,1,24.0,0.85,20.4
210,536390,1841,1741,1,2.0,8.5,17.0
211,536390,1841,1757,1,12.0,3.75,45.0
212,536390,1841,1758,1,12.0,1.45,17.4
213,536390,1841,1759,1,48.0,0.72,34.56
214,536390,1841,1760,1,48.0,0.72,34.56
215,536390,1841,1765,1,8.0,8.5,68.0
216,536390,1841,2463,1,144.0,0.64,92.16
217,536390,1841,1710,1,40.0,2.55,102.0
218,536390,1841,122,1,288.0,0.1,28.8
219,536390,1841,2576,1,64.0,2.55,163.2
220,536390,1841,1049,1,100.0,0.72,72.0
221,536390,1841,1050,1,50.0,1.45,72.5
222,536390,1841,593,1,12.0,4.25,51.0
223,536390,1841,314,1,96.0,0.64,61.44
224,536390,1841,321,1,96.0,0.64,61.44
225,536390,1841,316,1,48.0,0.65,31.200000000000003
226,536390,1841,749,1,144.0,0.32,46.08
227,536390,1841,1465,1,40.0,4.95,198.0
228,536390,1841,569,1,24.0,4.25,102.0
229,536390,1841,2181,1,24.0,3.39,81.36
230,536390,1841,2182,1,24.0,3.75,90.0
231,536390,1841,1027,1,48.0,1.48,71.03999999999999
232,536390,1841,1766,1,96.0,1.25,120.0
233,536390,1841,2562,1,100.0,1.65,165.0
234,536392,488,1006,1,6.0,1.95,11.7
235,536392,488,1431,1,4.0,3.75,15.0
236,536392,488,821,1,12.0,1.25,15.0
237,536392,488,819,1,12.0,1.25,15.0
238,536392,488,1631,1,1.0,165.0,165.0
239,536392,488,985,1,12.0,1.25,15.0
240,536392,488,986,1,12.0,1.25,15.0
241,536392,488,1322,1,4.0,5.95,23.8
242,536392,488,2408,1,16.0,1.69,27.04
243,536392,488,1175,1,24.0,0.65,15.600000000000001
244,536393,505,1032,1,8.0,9.95,79.6
245,536394,399,580,1,24.0,0.42,10.08
246,536394,399,1445,1,96.0,1.85,177.60000000000002
247,536394,399,1667,1,96.0,1.85,177.60000000000002
248,536394,399,1666,1,96.0,1.85,177.60000000000002
249,536394,399,1444,1,96.0,1.85,177.60000000000002
250,536394,399,569,1,12.0,4.95,59.400000000000006
251,536394,399,1184,1,12.0,3.75,45.0
252,536394,399,1373,1,48.0,1.25,60.0
253,536394,399,2606,1,12.0,2.1,25.200000000000003
254,536394,399,2576,1,32.0,2.55,81.6
255,536394,399,1463,1,20.0,1.65,33.0
256,536395,515,1040,1,8.0,3.95,31.6
257,536395,515,2408,1,32.0,1.69,54.08
258,536395,515,876,1,24.0,0.55,13.200000000000001
259,536395,515,2473,1,24.0,0.55,13.200000000000001
260,536395,515,396,1,24.0,0.55,13.200000000000001
261,536395,515,568,1,8.0,3.45,27.6
262,536395,515,454,1,8.0,2.1,16.8
263,536395,515,1537,1,4.0,3.75,15.0
264,536395,515,1534,1,8.0,3.75,30.0
265,536395,515,1536,1,8.0,3.75,30.0
266,536395,515,1533,1,8.0,3.75,30.0
267,536395,515,976,1,8.0,3.95,31.6
268,536395,515,1668,1,48.0,2.1,100.80000000000001
269,536395,515,1667,1,48.0,2.1,100.80000000000001
270,536396,1965,2576,1,6.0,2.55,15.299999999999999
271,536396,1965,2049,1,6.0,3.39,20.34
272,536396,1965,2226,1,8.0,2.75,22.0
273,536396,1965,19,1,6.0,4.95,29.700000000000003
274,536396,1965,130,1,6.0,4.95,29.700000000000003
275,536396,1965,1915,1,6.0,1.06,6.36
276,536396,1965,804,1,6.0,1.06,6.36
277,536396,1965,312,1,6.0,1.06,6.36
278,536396,1965,309,1,6.0,1.06,6.36
279,536396,1965,2156,1,2.0,4.95,9.9
280,536396,1965,2158,1,4.0,6.95,27.8
281,536396,1965,2155,1,6.0,2.1,12.600000000000001
282,536396,1965,2159,1,12.0,2.55,30.599999999999998
283,536396,1965,2181,1,6.0,3.39,20.34
284,536396,1965,2180,1,6.0,3.39,20.34
285,536396,1965,1559,1,2.0,7.65,15.3
286,536396,1965,1607,1,2.0,35.75,71.5
287,536396,1965,717,1,6.0,4.25,25.5
288,536397,1998,1844,1,12.0,4.65,55.800000000000004
289,536397,1998,1845,1,48.0,4.65,223.20000000000002
290,536398,407,877,1,24.0,0.29,6.959999999999999
291,536398,407,791,1,6.0,2.95,17.700000000000003
292,536398,407,1290,1,4.0,6.75,27.0
293,536398,407,1449,1,8.0,2.55,20.4
294,536398,407,1559,1,6.0,8.5,51.0
295,536398,407,2029,1,2.0,7.95,15.9
296,536398,407,1444,1,12.0,2.1,25.200000000000003
297,536398,407,1667,1,12.0,2.1,25.200000000000003
298,536398,407,1666,1,12.0,2.1,25.200000000000003
299,536398,407,410,1,12.0,1.25,15.0
300,536398,407,928,1,12.0,1.65,19.799999999999997
301,536398,407,1274,1,6.0,3.35,20.1
302,536398,407,976,1,4.0,3.95,15.8
303,536398,407,1639,1,8.0,4.65,37.2
304,536398,407,974,1,9.0,4.95,44.550000000000004
305,536398,407,566,1,4.0,3.75,15.0
306,536398,407,973,1,9.0,4.95,44.550000000000004
307,536399,1965,1444,1,6.0,1.85,11.100000000000001
308,536399,1965,1445,1,6.0,1.85,11.100000000000001
309,536400,407,1766,1,12.0,1.45,17.4
310,536401,1273,972,1,1.0,2.55,2.55
311,536401,1273,962,1,1.0,1.25,1.25
312,536401,1273,964,1,2.0,1.25,2.5
313,536401,1273,1573,1,1.0,2.95,2.95
314,536401,1273,1276,1,1.0,3.35,3.35
315,536401,1273,1365,1,1.0,1.45,1.45
316,536401,1273,2337,1,1.0,1.25,1.25
317,536401,1273,2534,1,2.0,1.25,2.5
318,536401,1273,463,1,1.0,1.65,1.65
319,536401,1273,1758,1,4.0,1.45,5.8
320,536401,1273,88,1,1.0,1.25,1.25
321,536401,1273,1295,1,1.0,4.95,4.95
322,536401,1273,2244,1,2.0,3.75,7.5
323,536401,1273,2249,1,2.0,1.25,2.5
324,536401,1273,1574,1,2.0,9.95,19.9
325,536401,1273,1575,1,1.0,9.95,9.95
326,536401,1273,554,1,1.0,5.95,5.95
327,536401,1273,555,1,1.0,4.25,4.25
328,536401,1273,207,1,3.0,4.95,14.850000000000001
329,536401,1273,2605,1,1.0,2.55,2.55
330,536401,1273,979,1,1.0,2.95,2.95
331,536401,1273,366,1,2.0,1.69,3.38
332,536401,1273,2025,1,1.0,7.95,7.95
333,536401,1273,2164,1,1.0,0.55,0.55
334,536401,1273,2163,1,1.0,0.55,0.55
335,536401,1273,2165,1,2.0,0.55,1.1
336,536401,1273,1238,1,4.0,2.95,11.8
337,536401,1273,836,1,2.0,2.1,4.2
338,536401,1273,1266,1,1.0,2.1,2.1
339,536401,1273,338,1,1.0,1.25,1.25
340,536401,1273,1653,1,1.0,0.85,0.85
341,536401,1273,2473,1,3.0,0.55,1.6500000000000001
342,536401,1273,1614,1,1.0,2.95,2.95
343,536401,1273,1613,1,1.0,2.95,2.95
344,536401,1273,1260,1,2.0,1.25,2.5
345,536401,1273,249,1,3.0,1.25,3.75
346,536401,1273,248,1,1.0,1.25,1.25
347,536401,1273,247,1,1.0,1.25,1.25
348,536401,1273,932,1,2.0,1.65,3.3
349,536401,1273,726,1,2.0,2.95,5.9
350,536401,1273,727,1,2.0,2.95,5.9
351,536401,1273,2330,1,1.0,5.95,5.95
352,536401,1273,621,1,1.0,1.25,1.25
353,536401,1273,618,1,2.0,2.55,5.1
354,536401,1273,268,1,9.0,0.85,7.6499999999999995
355,536401,1273,1471,1,1.0,1.65,1.65
356,536401,1273,2576,1,4.0,2.95,11.8
357,536401,1273,1608,1,3.0,2.95,8.850000000000001
358,536401,1273,2156,1,1.0,5.95,5.95
359,536401,1273,165,1,1.0,7.95,7.95
360,536401,1273,157,1,1.0,1.65,1.65
361,536401,1273,1213,1,2.0,1.65,3.3
362,536401,1273,158,1,1.0,1.65,1.65
363,536401,1273,1215,1,1.0,1.65,1.65
364,536401,1273,1289,1,5.0,2.55,12.75
365,536401,1273,2301,1,3.0,2.95,8.850000000000001
366,536401,1273,2300,1,3.0,2.95,8.850000000000001
367,536401,1273,328,1,9.0,2.55,22.95
368,536401,1273,1651,1,1.0,16.95,16.95
369,536401,1273,286,1,4.0,2.95,11.8
370,536401,1273,2005,1,1.0,10.65,10.65
371,536401,1273,2182,1,1.0,4.25,4.25
372,536401,1273,1253,1,2.0,6.95,13.9
373,536401,1273,1322,1,2.0,5.95,11.9
374,536402,1144,950,1,40.0,2.55,102.0
375,536402,1144,1710,1,40.0,2.55,102.0
376,536402,1144,1640,1,36.0,4.25,153.0
377,536403,174,1668,1,96.0,1.85,177.60000000000002
378,536403,174,2878,1,1.0,15.0,15.0
379,536404,1395,1136,1,24.0,1.25,30.0
380,536404,1395,1578,1,12.0,1.25,15.0
381,536404,1395,1579,1,12.0,1.25,15.0
382,536404,1395,1580,1,12.0,1.25,15.0
383,536404,1395,1609,1,12.0,1.25,15.0
384,536404,1395,1291,1,12.0,1.65,19.799999999999997
385,536404,1395,1049,1,36.0,0.85,30.599999999999998
386,536404,1395,341,1,12.0,1.25,15.0
387,536404,1395,342,1,12.0,1.25,15.0
388,536404,1395,2532,1,12.0,1.25,15.0
389,536404,1395,2533,1,12.0,1.25,15.0
390,536404,1395,2534,1,12.0,1.25,15.0
391,536404,1395,2536,1,12.0,1.25,15.0
392,536404,1395,302,1,12.0,0.85,10.2
393,536404,1395,304,1,12.0,0.85,10.2
394,536404,1395,303,1,12.0,0.85,10.2
395,536404,1395,2224,1,12.0,1.25,15.0
396,536404,1395,2223,1,12.0,1.25,15.0
397,536404,1395,1761,1,12.0,2.1,25.200000000000003
398,536404,1395,397,1,24.0,0.55,13.200000000000001
399,536404,1395,1242,1,24.0,0.55,13.200000000000001
400,536404,1395,396,1,24.0,0.55,13.200000000000001
401,536404,1395,2474,1,24.0,0.55,13.200000000000001
402,536404,1395,874,1,24.0,0.55,13.200000000000001
403,536404,1395,1214,1,10.0,1.65,16.5
404,536404,1395,160,1,10.0,1.65,16.5
405,536404,1395,159,1,10.0,1.65,16.5
406,536404,1395,1135,1,24.0,1.65,39.599999999999994
407,536405,608,239,1,128.0,2.55,326.4
408,536406,1965,2576,1,8.0,2.55,20.4
409,536406,1965,2049,1,8.0,3.39,27.12
410,536406,1965,2226,1,8.0,2.75,22.0
411,536406,1965,130,1,6.0,4.95,29.700000000000003
412,536406,1965,1915,1,6.0,1.06,6.36
413,536406,1965,804,1,6.0,1.06,6.36
414,536406,1965,312,1,6.0,1.06,6.36
415,536406,1965,309,1,6.0,1.06,6.36
416,536406,1965,2156,1,4.0,4.95,19.8
417,536406,1965,2158,1,4.0,6.95,27.8
418,536406,1965,2155,1,6.0,2.1,12.600000000000001
419,536406,1965,2159,1,6.0,2.55,15.299999999999999
420,536406,1965,2181,1,6.0,3.39,20.34
421,536406,1965,2180,1,6.0,3.39,20.34
422,536406,1965,1559,1,2.0,7.65,15.3
423,536406,1965,1607,1,2.0,35.75,71.5
424,536406,1965,717,1,6.0,4.25,25.5
425,536407,1965,1444,1,6.0,1.85,11.100000000000001
426,536407,1965,1445,1,6.0,1.85,11.100000000000001
427,536408,710,1354,1,24.0,0.42,10.08
428,536408,710,1350,1,24.0,0.42,10.08
429,536408,710,263,1,12.0,0.85,10.2
430,536408,710,785,1,12.0,1.65,19.799999999999997
431,536408,710,843,1,12.0,1.25,15.0
432,536408,710,842,1,12.0,1.25,15.0
433,536408,710,599,1,12.0,0.85,10.2
434,536408,710,1617,1,12.0,1.95,23.4
435,536408,710,976,1,4.0,3.95,15.8
436,536408,710,2180,1,4.0,3.75,15.0
437,536408,710,566,1,4.0,3.75,15.0
438,536408,710,1761,1,6.0,2.1,12.600000000000001
439,536408,710,2222,1,12.0,2.1,25.200000000000003
440,536408,710,1243,1,24.0,0.85,20.4
441,536408,710,1030,1,12.0,1.25,15.0
442,536408,710,2462,1,12.0,0.95,11.399999999999999
443,536408,710,719,1,6.0,2.95,17.700000000000003
444,536408,710,1287,1,12.0,1.65,19.799999999999997
445,536408,710,2447,1,6.0,1.65,9.899999999999999
446,536408,710,134,1,2.0,7.95,15.9
447,536408,710,2032,1,2.0,7.95,15.9
448,536408,710,1309,1,12.0,1.65,19.799999999999997
449,536408,710,1068,1,12.0,0.85,10.2
450,536408,710,2408,1,8.0,1.69,13.52
451,536408,710,733,1,3.0,5.95,17.85
452,536408,710,734,1,3.0,5.95,17.85
453,536408,710,1573,1,8.0,2.95,23.6
454,536408,710,1423,1,36.0,0.85,30.599999999999998
455,536408,710,1524,1,12.0,0.42,5.04
456,536408,710,1514,1,25.0,0.42,10.5
457,536408,710,1203,1,4.0,4.25,17.0
458,536408,710,2484,1,3.0,5.95,17.85
459,536408,710,2483,1,3.0,5.95,17.85
460,536408,710,2478,1,6.0,3.75,22.5
461,536408,710,396,1,24.0,0.55,13.200000000000001
462,536408,710,394,1,12.0,1.45,17.4
463,536408,710,1714,1,3.0,4.95,14.850000000000001
464,536408,710,1368,1,12.0,1.65,19.799999999999997
465,536408,710,61,1,30.0,0.21,6.3
466,536408,710,1522,1,12.0,0.42,5.04
467,536408,710,1616,1,12.0,1.95,23.4
468,536408,710,2217,1,6.0,2.55,15.299999999999999
469,536408,710,618,1,12.0,2.55,30.599999999999998
470,536408,710,1543,1,10.0,1.65,16.5
471,536408,710,1312,1,36.0,0.65,23.400000000000002
472,536408,710,1432,1,12.0,1.25,15.0
473,536408,710,1431,1,4.0,3.75,15.0
474,536408,710,696,1,12.0,1.65,19.799999999999997
475,536409,1991,2843,1,3.0,6.35,19.049999999999997
476,536409,1991,566,1,1.0,3.75,3.75
477,536409,1991,973,1,1.0,4.95,4.95
478,536409,1991,1592,1,1.0,6.75,6.75
479,536409,1991,1772,1,1.0,1.25,1.25
480,536409,1991,1769,1,1.0,1.65,1.65
481,536409,1991,1667,1,1.0,2.1,2.1
482,536409,1991,1383,1,1.0,3.75,3.75
483,536409,1991,2574,1,1.0,2.1,2.1
484,536409,1991,1473,1,1.0,2.1,2.1
485,536409,1991,622,1,1.0,2.95,2.95
486,536409,1991,800,1,1.0,1.25,1.25
487,536409,1991,123,1,1.0,1.25,1.25
488,536409,1991,2773,1,1.0,2.95,2.95
489,536409,1991,2857,1,1.0,2.95,2.95
490,536409,1991,2843,1,1.0,6.35,6.35
491,536409,1991,869,1,1.0,7.95,7.95
492,536409,1991,2095,1,1.0,4.25,4.25
493,536409,1991,971,1,1.0,3.75,3.75
494,536409,1991,2574,1,5.0,2.1,10.5
495,536409,1991,1348,1,1.0,0.42,0.42
496,536409,1991,766,1,1.0,1.25,1.25
497,536409,1991,1035,1,1.0,6.75,6.75
498,536409,1991,676,1,6.0,0.85,5.1
499,536409,1991,674,1,6.0,0.85,5.1
500,536409,1991,2300,1,1.0,2.95,2.95
501,536409,1991,2301,1,3.0,2.95,8.850000000000001
502,536409,1991,854,1,2.0,1.95,3.9
503,536409,1991,2615,1,12.0,1.25,15.0
504,536409,1991,62,1,28.0,0.21,5.88
505,536409,1991,122,1,24.0,0.12,2.88
506,536409,1991,2415,1,1.0,5.95,5.95
507,536409,1991,801,1,1.0,1.25,1.25
508,536409,1991,939,1,1.0,1.65,1.65
509,536409,1991,461,1,12.0,0.65,7.800000000000001
510,536409,1991,306,1,1.0,5.95,5.95
511,536409,1991,938,1,1.0,1.65,1.65
512,536409,1991,1701,1,1.0,2.95,2.95
513,536409,1991,150,1,1.0,1.95,1.95
514,536409,1991,249,1,2.0,1.25,2.5
515,536409,1991,335,1,1.0,4.95,4.95
516,536409,1991,2843,1,2.0,6.35,12.7
517,536409,1991,1445,1,1.0,2.1,2.1
518,536409,1991,1050,1,1.0,1.65,1.65
519,536409,1991,779,1,3.0,1.45,4.35
520,536409,1991,778,1,3.0,1.45,4.35
521,536409,1991,1009,1,6.0,0.42,2.52
522,536409,1991,1049,1,2.0,0.85,1.7
523,536409,1991,2562,1,2.0,1.95,3.9
524,536409,1991,2564,1,1.0,1.95,1.95
525,536409,1991,152,1,1.0,1.25,1.25
526,536409,1991,155,1,1.0,0.85,0.85
527,536409,1991,877,1,12.0,0.29,3.4799999999999995
528,536409,1991,974,1,1.0,4.95,4.95
529,536412,1995,160,1,3.0,1.65,4.949999999999999
530,536412,1995,1213,1,3.0,1.65,4.949999999999999
531,536412,1995,1164,1,1.0,2.95,2.95
532,536412,1995,1471,1,4.0,1.65,6.6
533,536412,1995,1214,1,3.0,1.65,4.949999999999999
534,536412,1995,159,1,3.0,1.65,4.949999999999999
535,536412,1995,1166,1,1.0,2.95,2.95
536,536412,1995,1165,1,1.0,2.95,2.95
537,536412,1995,1442,1,1.0,1.95,1.95
538,536412,1995,1441,1,1.0,1.95,1.95
539,536412,1995,417,1,1.0,1.69,1.69
540,536412,1995,416,1,1.0,1.69,1.69
541,536412,1995,414,1,1.0,1.69,1.69
542,536412,1995,415,1,1.0,1.69,1.69
543,536412,1995,1113,1,1.0,2.95,2.95
544,536412,1995,1740,1,3.0,4.25,12.75
545,536412,1995,1463,1,5.0,1.65,8.25
546,536412,1995,1566,1,1.0,1.65,1.65
547,536412,1995,813,1,10.0,0.65,6.5
548,536412,1995,722,1,1.0,2.95,2.95
549,536412,1995,941,1,1.0,1.65,1.65
550,536412,1995,2534,1,3.0,1.25,3.75
