InvoiceNo,StockCode,CustomerID,InvoiceDate,Quantity,UnitPrice,Revenue,Year,Month,Day,Country
536375,20679,17850,2010-12-01 09:32:00,6,4.95,29.700000000000003,2010,12,1,United Kingdom
536375,37370,17850,2010-12-01 09:32:00,6,1.06,6.36,2010,12,1,United Kingdom
536375,21871,17850,2010-12-01 09:32:00,6,1.06,6.36,2010,12,1,United Kingdom
536375,21071,17850,2010-12-01 09:32:00,6,1.06,6.36,2010,12,1,United Kingdom
536375,21068,17850,2010-12-01 09:32:00,6,1.06,6.36,2010,12,1,United Kingdom
536375,82483,17850,2010-12-01 09:32:00,2,4.95,9.9,2010,12,1,United Kingdom
536375,82486,17850,2010-12-01 09:32:00,4,6.95,27.8,2010,12,1,United Kingdom
536375,82482,17850,2010-12-01 09:32:00,6,2.1,12.600000000000001,2010,12,1,United Kingdom
536375,82494L,17850,2010-12-01 09:32:00,6,2.55,15.299999999999999,2010,12,1,United Kingdom
536375,84029G,17850,2010-12-01 09:32:00,6,3.39,20.34,2010,12,1,United Kingdom
536375,84029E,17850,2010-12-01 09:32:00,6,3.39,20.34,2010,12,1,United Kingdom
536375,22752,17850,2010-12-01 09:32:00,2,7.65,15.3,2010,12,1,United Kingdom
536375,21730,17850,2010-12-01 09:32:00,6,4.25,25.5,2010,12,1,United Kingdom
536376,22114,15291,2010-12-01 09:32:00,48,3.45,165.60000000000002,2010,12,1,United Kingdom
536376,21733,15291,2010-12-01 09:32:00,64,2.55,163.2,2010,12,1,United Kingdom
536377,22632,17850,2010-12-01 09:34:00,6,1.85,11.100000000000001,2010,12,1,United Kingdom
536377,22633,17850,2010-12-01 09:34:00,6,1.85,11.100000000000001,2010,12,1,United Kingdom
536378,22386,14688,2010-12-01 09:37:00,10,1.95,19.5,2010,12,1,United Kingdom
536378,85099C,14688,2010-12-01 09:37:00,10,1.95,19.5,2010,12,1,United Kingdom
536378,21033,14688,2010-12-01 09:37:00,10,2.95,29.5,2010,12,1,United Kingdom
536378,20723,14688,2010-12-01 09:37:00,10,0.85,8.5,2010,12,1,United Kingdom
536378,84997B,14688,2010-12-01 09:37:00,12,3.75,45.0,2010,12,1,United Kingdom
536378,84997C,14688,2010-12-01 09:37:00,6,3.75,22.5,2010,12,1,United Kingdom
536378,21094,14688,2010-12-01 09:37:00,12,0.85,10.2,2010,12,1,United Kingdom
536378,20725,14688,2010-12-01 09:37:00,10,1.65,16.5,2010,12,1,United Kingdom
536378,21559,14688,2010-12-01 09:37:00,6,2.55,15.299999999999999,2010,12,1,United Kingdom
536378,22352,14688,2010-12-01 09:37:00,6,2.55,15.299999999999999,2010,12,1,United Kingdom
536378,21212,14688,2010-12-01 09:37:00,120,0.42,50.4,2010,12,1,United Kingdom
536378,21975,14688,2010-12-01 09:37:00,24,0.55,13.200000000000001,2010,12,1,United Kingdom
536378,21977,14688,2010-12-01 09:37:00,24,0.55,13.200000000000001,2010,12,1,United Kingdom
536378,84991,14688,2010-12-01 09:37:00,24,0.55,13.200000000000001,2010,12,1,United Kingdom
536378,84519A,14688,2010-12-01 09:37:00,6,2.95,17.700000000000003,2010,12,1,United Kingdom
536378,85183B,14688,2010-12-01 09:37:00,48,1.25,60.0,2010,12,1,United Kingdom
536378,85071B,14688,2010-12-01 09:37:00,96,0.38,36.480000000000004,2010,12,1,United Kingdom
536378,21931,14688,2010-12-01 09:37:00,10,1.95,19.5,2010,12,1,United Kingdom
536378,21929,14688,2010-12-01 09:37:00,10,1.95,19.5,2010,12,1,United Kingdom
536380,22961,17809,2010-12-01 09:41:00,24,1.45,34.8,2010,12,1,United Kingdom
536381,22139,15311,2010-12-01 09:41:00,23,4.25,97.75,2010,12,1,United Kingdom
536381,84854,15311,2010-12-01 09:41:00,5,4.95,24.75,2010,12,1,United Kingdom
536381,22411,15311,2010-12-01 09:41:00,10,1.95,19.5,2010,12,1,United Kingdom
536381,82567,15311,2010-12-01 09:41:00,2,2.1,4.2,2010,12,1,United Kingdom
536381,21672,15311,2010-12-01 09:41:00,6,1.25,7.5,2010,12,1,United Kingdom
536381,22774,15311,2010-12-01 09:41:00,24,1.25,30.0,2010,12,1,United Kingdom
536381,22771,15311,2010-12-01 09:41:00,24,1.25,30.0,2010,12,1,United Kingdom
536381,71270,15311,2010-12-01 09:41:00,1,1.25,1.25,2010,12,1,United Kingdom
536381,22262,15311,2010-12-01 09:41:00,1,0.85,0.85,2010,12,1,United Kingdom
536381,22637,15311,2010-12-01 09:41:00,1,2.55,2.55,2010,12,1,United Kingdom
536381,21934,15311,2010-12-01 09:41:00,10,1.65,16.5,2010,12,1,United Kingdom
536381,21169,15311,2010-12-01 09:41:00,3,1.69,5.07,2010,12,1,United Kingdom
536381,21166,15311,2010-12-01 09:41:00,1,1.95,1.95,2010,12,1,United Kingdom
536381,21175,15311,2010-12-01 09:41:00,2,2.1,4.2,2010,12,1,United Kingdom
536381,37444A,15311,2010-12-01 09:41:00,1,2.95,2.95,2010,12,1,United Kingdom
536381,37444C,15311,2010-12-01 09:41:00,1,2.95,2.95,2010,12,1,United Kingdom
536381,22086,15311,2010-12-01 09:41:00,4,2.95,11.8,2010,12,1,United Kingdom
536381,22083,15311,2010-12-01 09:41:00,1,2.95,2.95,2010,12,1,United Kingdom
536381,84971S,15311,2010-12-01 09:41:00,6,0.85,5.1,2010,12,1,United Kingdom
536381,71270,15311,2010-12-01 09:41:00,3,1.25,3.75,2010,12,1,United Kingdom
536381,47580,15311,2010-12-01 09:41:00,2,2.55,5.1,2010,12,1,United Kingdom
536381,22261,15311,2010-12-01 09:41:00,1,0.85,0.85,2010,12,1,United Kingdom
536381,84832,15311,2010-12-01 09:41:00,1,0.85,0.85,2010,12,1,United Kingdom
536381,22644,15311,2010-12-01 09:41:00,1,1.45,1.45,2010,12,1,United Kingdom
536381,21533,15311,2010-12-01 09:41:00,1,4.95,4.95,2010,12,1,United Kingdom
536381,21557,15311,2010-12-01 09:41:00,2,2.95,5.9,2010,12,1,United Kingdom
536381,15056BL,15311,2010-12-01 09:41:00,2,5.95,11.9,2010,12,1,United Kingdom
536381,15056N,15311,2010-12-01 09:41:00,2,5.95,11.9,2010,12,1,United Kingdom
536381,22646,15311,2010-12-01 09:41:00,4,1.45,5.8,2010,12,1,United Kingdom
536381,22176,15311,2010-12-01 09:41:00,1,2.95,2.95,2010,12,1,United Kingdom
536381,22438,15311,2010-12-01 09:41:00,1,1.95,1.95,2010,12,1,United Kingdom
536381,21731,15311,2010-12-01 09:41:00,2,1.65,3.3,2010,12,1,United Kingdom
536381,22778,15311,2010-12-01 09:41:00,3,3.95,11.850000000000001,2010,12,1,United Kingdom
536381,22719,15311,2010-12-01 09:41:00,36,1.06,38.160000000000004,2010,12,1,United Kingdom
536381,21523,15311,2010-12-01 09:41:00,10,6.75,67.5,2010,12,1,United Kingdom
536382,10002,16098,2010-12-01 09:45:00,12,0.85,10.2,2010,12,1,United Kingdom
536382,21912,16098,2010-12-01 09:45:00,8,3.75,30.0,2010,12,1,United Kingdom
536382,21832,16098,2010-12-01 09:45:00,12,1.65,19.799999999999997,2010,12,1,United Kingdom
536382,22411,16098,2010-12-01 09:45:00,10,1.95,19.5,2010,12,1,United Kingdom
536382,22379,16098,2010-12-01 09:45:00,10,2.1,21.0,2010,12,1,United Kingdom
536382,22381,16098,2010-12-01 09:45:00,50,1.85,92.5,2010,12,1,United Kingdom
536382,22798,16098,2010-12-01 09:45:00,8,2.95,23.6,2010,12,1,United Kingdom
536382,22726,16098,2010-12-01 09:45:00,4,3.75,15.0,2010,12,1,United Kingdom
536382,22926,16098,2010-12-01 09:45:00,12,5.95,71.4,2010,12,1,United Kingdom
536382,22839,16098,2010-12-01 09:45:00,2,14.95,29.9,2010,12,1,United Kingdom
536382,22838,16098,2010-12-01 09:45:00,2,14.95,29.9,2010,12,1,United Kingdom
536382,22783,16098,2010-12-01 09:45:00,4,16.95,67.8,2010,12,1,United Kingdom
536384,82484,18074,2010-12-01 09:53:00,3,6.45,19.35,2010,12,1,United Kingdom
536384,84755,18074,2010-12-01 09:53:00,48,0.65,31.200000000000003,2010,12,1,United Kingdom
536384,22464,18074,2010-12-01 09:53:00,12,1.65,19.799999999999997,2010,12,1,United Kingdom
536384,21324,18074,2010-12-01 09:53:00,6,2.95,17.700000000000003,2010,12,1,United Kingdom
536384,22457,18074,2010-12-01 09:53:00,12,2.95,35.400000000000006,2010,12,1,United Kingdom
536384,22469,18074,2010-12-01 09:53:00,40,1.45,58.0,2010,12,1,United Kingdom
536384,22470,18074,2010-12-01 09:53:00,40,2.55,102.0,2010,12,1,United Kingdom
536384,22224,18074,2010-12-01 09:53:00,6,2.95,17.700000000000003,2010,12,1,United Kingdom
536384,21340,18074,2010-12-01 09:53:00,2,12.75,25.5,2010,12,1,United Kingdom
536384,22189,18074,2010-12-01 09:53:00,4,3.95,15.8,2010,12,1,United Kingdom
536384,22427,18074,2010-12-01 09:53:00,3,5.95,17.85,2010,12,1,United Kingdom
536384,22428,18074,2010-12-01 09:53:00,6,6.95,41.7,2010,12,1,United Kingdom
536384,22424,18074,2010-12-01 09:53:00,8,10.95,87.6,2010,12,1,United Kingdom
536385,22783,17420,2010-12-01 09:56:00,1,19.95,19.95,2010,12,1,United Kingdom
536385,22961,17420,2010-12-01 09:56:00,12,1.45,17.4,2010,12,1,United Kingdom
536385,22960,17420,2010-12-01 09:56:00,6,4.25,25.5,2010,12,1,United Kingdom
536385,22663,17420,2010-12-01 09:56:00,10,1.95,19.5,2010,12,1,United Kingdom
536385,85049A,17420,2010-12-01 09:56:00,12,1.25,15.0,2010,12,1,United Kingdom
536385,22168,17420,2010-12-01 09:56:00,2,8.5,17.0,2010,12,1,United Kingdom
536385,22662,17420,2010-12-01 09:56:00,10,1.65,16.5,2010,12,1,United Kingdom
536386,84880,16029,2010-12-01 09:57:00,36,4.95,178.20000000000002,2010,12,1,United Kingdom
536386,85099C,16029,2010-12-01 09:57:00,100,1.65,165.0,2010,12,1,United Kingdom
536386,85099B,16029,2010-12-01 09:57:00,100,1.65,165.0,2010,12,1,United Kingdom
536387,79321,16029,2010-12-01 09:58:00,192,3.82,733.4399999999999,2010,12,1,United Kingdom
536387,22780,16029,2010-12-01 09:58:00,192,3.37,647.04,2010,12,1,United Kingdom
536387,22779,16029,2010-12-01 09:58:00,192,3.37,647.04,2010,12,1,United Kingdom
536387,22466,16029,2010-12-01 09:58:00,432,1.45,626.4,2010,12,1,United Kingdom
536387,21731,16029,2010-12-01 09:58:00,432,1.25,540.0,2010,12,1,United Kingdom
536388,21754,16250,2010-12-01 09:59:00,3,5.95,17.85,2010,12,1,United Kingdom
536388,21755,16250,2010-12-01 09:59:00,3,5.95,17.85,2010,12,1,United Kingdom
536388,21523,16250,2010-12-01 09:59:00,2,7.95,15.9,2010,12,1,United Kingdom
536388,21363,16250,2010-12-01 09:59:00,3,4.95,14.850000000000001,2010,12,1,United Kingdom
536388,21411,16250,2010-12-01 09:59:00,3,4.25,12.75,2010,12,1,United Kingdom
536388,22318,16250,2010-12-01 09:59:00,6,2.95,17.700000000000003,2010,12,1,United Kingdom
536388,22464,16250,2010-12-01 09:59:00,12,1.65,19.799999999999997,2010,12,1,United Kingdom
536388,22915,16250,2010-12-01 09:59:00,12,0.42,5.04,2010,12,1,United Kingdom
536388,22922,16250,2010-12-01 09:59:00,12,0.85,10.2,2010,12,1,United Kingdom
536388,22969,16250,2010-12-01 09:59:00,12,1.45,17.4,2010,12,1,United Kingdom
536388,22923,16250,2010-12-01 09:59:00,12,0.85,10.2,2010,12,1,United Kingdom
536388,21115,16250,2010-12-01 09:59:00,4,6.75,27.0,2010,12,1,United Kingdom
536388,22469,16250,2010-12-01 09:59:00,12,1.65,19.799999999999997,2010,12,1,United Kingdom
536388,22242,16250,2010-12-01 09:59:00,12,1.65,19.799999999999997,2010,12,1,United Kingdom
536389,22941,12431,2010-12-01 10:03:00,6,8.5,51.0,2010,12,1,Australia
536389,21622,12431,2010-12-01 10:03:00,8,4.95,39.6,2010,12,1,Australia
536389,21791,12431,2010-12-01 10:03:00,12,1.25,15.0,2010,12,1,Australia
536389,35004C,12431,2010-12-01 10:03:00,6,5.45,32.7,2010,12,1,Australia
536389,35004G,12431,2010-12-01 10:03:00,4,6.35,25.4,2010,12,1,Australia
536389,85014B,12431,2010-12-01 10:03:00,6,5.95,35.7,2010,12,1,Australia
536389,85014A,12431,2010-12-01 10:03:00,3,5.95,17.85,2010,12,1,Australia
536389,22193,12431,2010-12-01 10:03:00,2,8.5,17.0,2010,12,1,Australia
536389,22726,12431,2010-12-01 10:03:00,4,3.75,15.0,2010,12,1,Australia
536389,22727,12431,2010-12-01 10:03:00,4,3.75,15.0,2010,12,1,Australia
536389,22192,12431,2010-12-01 10:03:00,2,8.5,17.0,2010,12,1,Australia
536389,22191,12431,2010-12-01 10:03:00,2,8.5,17.0,2010,12,1,Australia
536389,22195,12431,2010-12-01 10:03:00,24,1.65,39.599999999999994,2010,12,1,Australia
536389,22196,12431,2010-12-01 10:03:00,24,0.85,20.4,2010,12,1,Australia
536390,22941,17511,2010-12-01 10:19:00,2,8.5,17.0,2010,12,1,United Kingdom
536390,22960,17511,2010-12-01 10:19:00,12,3.75,45.0,2010,12,1,United Kingdom
536390,22961,17511,2010-12-01 10:19:00,12,1.45,17.4,2010,12,1,United Kingdom
536390,22962,17511,2010-12-01 10:19:00,48,0.72,34.56,2010,12,1,United Kingdom
536390,22963,17511,2010-12-01 10:19:00,48,0.72,34.56,2010,12,1,United Kingdom
536390,22968,17511,2010-12-01 10:19:00,8,8.5,68.0,2010,12,1,United Kingdom
536390,84970S,17511,2010-12-01 10:19:00,144,0.64,92.16,2010,12,1,United Kingdom
536390,22910,17511,2010-12-01 10:19:00,40,2.55,102.0,2010,12,1,United Kingdom
536390,20668,17511,2010-12-01 10:19:00,288,0.1,28.8,2010,12,1,United Kingdom
536390,85123A,17511,2010-12-01 10:19:00,64,2.55,163.2,2010,12,1,United Kingdom
536390,22197,17511,2010-12-01 10:19:00,100,0.72,72.0,2010,12,1,United Kingdom
536390,22198,17511,2010-12-01 10:19:00,50,1.45,72.5,2010,12,1,United Kingdom
536390,21533,17511,2010-12-01 10:19:00,12,4.25,51.0,2010,12,1,United Kingdom
536390,21080,17511,2010-12-01 10:19:00,96,0.64,61.44,2010,12,1,United Kingdom
536390,21094,17511,2010-12-01 10:19:00,96,0.64,61.44,2010,12,1,United Kingdom
536390,21086,17511,2010-12-01 10:19:00,48,0.65,31.200000000000003,2010,12,1,United Kingdom
536390,21786,17511,2010-12-01 10:19:00,144,0.32,46.08,2010,12,1,United Kingdom
536390,22654,17511,2010-12-01 10:19:00,40,4.95,198.0,2010,12,1,United Kingdom
536390,21485,17511,2010-12-01 10:19:00,24,4.25,102.0,2010,12,1,United Kingdom
536390,84029G,17511,2010-12-01 10:19:00,24,3.39,81.36,2010,12,1,United Kingdom
536390,84030E,17511,2010-12-01 10:19:00,24,3.75,90.0,2010,12,1,United Kingdom
536390,22174,17511,2010-12-01 10:19:00,48,1.48,71.03999999999999,2010,12,1,United Kingdom
536390,22969,17511,2010-12-01 10:19:00,96,1.25,120.0,2010,12,1,United Kingdom
536390,85099B,17511,2010-12-01 10:19:00,100,1.65,165.0,2010,12,1,United Kingdom
536392,22150,13705,2010-12-01 10:29:00,6,1.95,11.7,2010,12,1,United Kingdom
536392,22619,13705,2010-12-01 10:29:00,4,3.75,15.0,2010,12,1,United Kingdom
536392,21891,13705,2010-12-01 10:29:00,12,1.25,15.0,2010,12,1,United Kingdom
536392,21889,13705,2010-12-01 10:29:00,12,1.25,15.0,2010,12,1,United Kingdom
536392,22827,13705,2010-12-01 10:29:00,1,165.0,165.0,2010,12,1,United Kingdom
536392,22127,13705,2010-12-01 10:29:00,12,1.25,15.0,2010,12,1,United Kingdom
536392,22128,13705,2010-12-01 10:29:00,12,1.25,15.0,2010,12,1,United Kingdom
536392,22502,13705,2010-12-01 10:29:00,4,5.95,23.8,2010,12,1,United Kingdom
536392,84879,13705,2010-12-01 10:29:00,16,1.69,27.04,2010,12,1,United Kingdom
536392,22338,13705,2010-12-01 10:29:00,24,0.65,15.600000000000001,2010,12,1,United Kingdom
536393,22180,13747,2010-12-01 10:37:00,8,9.95,79.6,2010,12,1,United Kingdom
536394,21506,13408,2010-12-01 10:39:00,24,0.42,10.08,2010,12,1,United Kingdom
536394,22633,13408,2010-12-01 10:39:00,96,1.85,177.60000000000002,2010,12,1,United Kingdom
536394,22866,13408,2010-12-01 10:39:00,96,1.85,177.60000000000002,2010,12,1,United Kingdom
536394,22865,13408,2010-12-01 10:39:00,96,1.85,177.60000000000002,2010,12,1,United Kingdom
536394,22632,13408,2010-12-01 10:39:00,96,1.85,177.60000000000002,2010,12,1,United Kingdom
536394,21485,13408,2010-12-01 10:39:00,12,4.95,59.400000000000006,2010,12,1,United Kingdom
536394,22349,13408,2010-12-01 10:39:00,12,3.75,45.0,2010,12,1,United Kingdom
536394,22558,13408,2010-12-01 10:39:00,48,1.25,60.0,2010,12,1,United Kingdom
536394,85152,13408,2010-12-01 10:39:00,12,2.1,25.200000000000003,2010,12,1,United Kingdom
536394,85123A,13408,2010-12-01 10:39:00,32,2.55,81.6,2010,12,1,United Kingdom
536394,22652,13408,2010-12-01 10:39:00,20,1.65,33.0,2010,12,1,United Kingdom
536395,22188,13767,2010-12-01 10:47:00,8,3.95,31.6,2010,12,1,United Kingdom
536395,84879,13767,2010-12-01 10:47:00,32,1.69,54.08,2010,12,1,United Kingdom
536395,21977,13767,2010-12-01 10:47:00,24,0.55,13.200000000000001,2010,12,1,United Kingdom
536395,84991,13767,2010-12-01 10:47:00,24,0.55,13.200000000000001,2010,12,1,United Kingdom
536395,21212,13767,2010-12-01 10:47:00,24,0.55,13.200000000000001,2010,12,1,United Kingdom
536395,21484,13767,2010-12-01 10:47:00,8,3.45,27.6,2010,12,1,United Kingdom
536395,21314,13767,2010-12-01 10:47:00,8,2.1,16.8,2010,12,1,United Kingdom
536395,22730,13767,2010-12-01 10:47:00,4,3.75,15.0,2010,12,1,United Kingdom
536395,22727,13767,2010-12-01 10:47:00,8,3.75,30.0,2010,12,1,United Kingdom
536395,22729,13767,2010-12-01 10:47:00,8,3.75,30.0,2010,12,1,United Kingdom
536395,22726,13767,2010-12-01 10:47:00,8,3.75,30.0,2010,12,1,United Kingdom
536395,22114,13767,2010-12-01 10:47:00,8,3.95,31.6,2010,12,1,United Kingdom
536395,22867,13767,2010-12-01 10:47:00,48,2.1,100.80000000000001,2010,12,1,United Kingdom
536395,22866,13767,2010-12-01 10:47:00,48,2.1,100.80000000000001,2010,12,1,United Kingdom
536396,85123A,17850,2010-12-01 10:51:00,6,2.55,15.299999999999999,2010,12,1,United Kingdom
536396,71053,17850,2010-12-01 10:51:00,6,3.39,20.34,2010,12,1,United Kingdom
536396,84406B,17850,2010-12-01 10:51:00,8,2.75,22.0,2010,12,1,United Kingdom
536396,15056BL,17850,2010-12-01 10:51:00,6,4.95,29.700000000000003,2010,12,1,United Kingdom
536396,20679,17850,2010-12-01 10:51:00,6,4.95,29.700000000000003,2010,12,1,United Kingdom
536396,37370,17850,2010-12-01 10:51:00,6,1.06,6.36,2010,12,1,United Kingdom
536396,21871,17850,2010-12-01 10:51:00,6,1.06,6.36,2010,12,1,United Kingdom
536396,21071,17850,2010-12-01 10:51:00,6,1.06,6.36,2010,12,1,United Kingdom
536396,21068,17850,2010-12-01 10:51:00,6,1.06,6.36,2010,12,1,United Kingdom
536396,82483,17850,2010-12-01 10:51:00,2,4.95,9.9,2010,12,1,United Kingdom
536396,82486,17850,2010-12-01 10:51:00,4,6.95,27.8,2010,12,1,United Kingdom
536396,82482,17850,2010-12-01 10:51:00,6,2.1,12.600000000000001,2010,12,1,United Kingdom
536396,82494L,17850,2010-12-01 10:51:00,12,2.55,30.599999999999998,2010,12,1,United Kingdom
536396,84029G,17850,2010-12-01 10:51:00,6,3.39,20.34,2010,12,1,United Kingdom
536396,84029E,17850,2010-12-01 10:51:00,6,3.39,20.34,2010,12,1,United Kingdom
536396,22752,17850,2010-12-01 10:51:00,2,7.65,15.3,2010,12,1,United Kingdom
536396,22803,17850,2010-12-01 10:51:00,2,35.75,71.5,2010,12,1,United Kingdom
536396,21730,17850,2010-12-01 10:51:00,6,4.25,25.5,2010,12,1,United Kingdom
536397,35004B,17924,2010-12-01 10:51:00,12,4.65,55.800000000000004,2010,12,1,United Kingdom
536397,35004C,17924,2010-12-01 10:51:00,48,4.65,223.20000000000002,2010,12,1,United Kingdom
536398,21980,13448,2010-12-01 10:52:00,24,0.29,6.959999999999999,2010,12,1,United Kingdom
536398,21844,13448,2010-12-01 10:52:00,6,2.95,17.700000000000003,2010,12,1,United Kingdom
536398,22468,13448,2010-12-01 10:52:00,4,6.75,27.0,2010,12,1,United Kingdom
536398,22637,13448,2010-12-01 10:52:00,8,2.55,20.4,2010,12,1,United Kingdom
536398,22752,13448,2010-12-01 10:52:00,6,8.5,51.0,2010,12,1,United Kingdom
536398,48185,13448,2010-12-01 10:52:00,2,7.95,15.9,2010,12,1,United Kingdom
536398,22632,13448,2010-12-01 10:52:00,12,2.1,25.200000000000003,2010,12,1,United Kingdom
536398,22866,13448,2010-12-01 10:52:00,12,2.1,25.200000000000003,2010,12,1,United Kingdom
